"date","poll","unit","region_id","process_id","source","timezone","value","region_name","country"
2020-05-03,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",20.4821368411012,"Berlin","DE"
2020-05-02,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",18.9681312225801,"Berlin","DE"
2020-05-01,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",12.8742620322146,"Berlin","DE"
2020-04-30,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",15.6407094153318,"Berlin","DE"
2020-04-29,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",20.100535493238,"Berlin","DE"
2020-04-28,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",22.9939713977336,"Berlin","DE"
2020-04-27,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",27.3299995577008,"Berlin","DE"
2020-04-26,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",23.8141135535128,"Berlin","DE"
2020-04-25,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",20.8039097267575,"Berlin","DE"
2020-04-24,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",20.3528633524055,"Berlin","DE"
2020-04-23,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",27.8923211534377,"Berlin","DE"
2020-04-22,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",28.2511525311666,"Berlin","DE"
2020-04-21,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",22.7405023186041,"Berlin","DE"
2020-04-20,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",20.7401672408446,"Berlin","DE"
